time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
3.6,0.253949,0.292569,-0.106577,0.319973,-0.203075,-0.064863
3.62,0.253815,0.294535,-0.102973,0.318668,-0.203953,-0.06573
3.64,0.253812,0.296288,-0.099699,0.317196,-0.2046339999999999,-0.0667649999999999
3.66,0.254611,0.297574,-0.096863,0.3155199999999999,-0.205467,-0.067841
3.68,0.255468,0.2987599999999999,-0.09395,0.313706,-0.206317,-0.069064
3.7,0.256115,0.30003,-0.091128,0.312033,-0.206994,-0.070298
3.72,0.256646,0.301558,-0.087861,0.310428,-0.2075989999999999,-0.071948
3.74,0.257004,0.302989,-0.084698,0.309305,-0.207835,-0.073685
3.76,0.257911,0.304355,-0.081284,0.308089,-0.208143,-0.075882
3.78,0.258274,0.305721,-0.078373,0.307383,-0.208033,-0.078051
3.8,0.258819,0.307011,-0.075221,0.306646,-0.207896,-0.080778
3.82,,,,0.305751,-0.208025,-0.0833179999999999
