time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
21.1,0.255711,0.226342,-0.103024,0.243141,-0.145557,-0.212596
21.12,,,,,,
21.14,,,,0.242763,-0.146038,-0.211636
21.16,0.252107,0.223264,-0.106788,0.241994,-0.146207,-0.211666
21.18,0.250729,0.222115,-0.108216,0.240563,-0.146326,-0.211761
21.2,0.250182,0.2214699999999999,-0.108646,0.240334,-0.146963,-0.2112619999999999
21.22,0.250422,0.221413,-0.107807,0.241117,-0.147036,-0.210711
21.24,,,,0.2413989999999999,-0.14668,-0.2102
21.26,0.251456,0.221908,-0.106595,0.241458,-0.146319,-0.209496
21.28,0.252146,0.22194,-0.106353,0.24145,-0.146038,-0.209209
21.3,0.25249,0.2220369999999999,-0.1067849999999999,0.241476,-0.145467,-0.209067
21.32,,,,,,
21.34,,,,0.2410989999999999,-0.1431599999999999,-0.20903
21.36,0.254188,0.223304,-0.107706,0.240781,-0.140952,-0.209034
21.38,0.255333,0.224344,-0.107972,0.240925,-0.13806,-0.208302
21.4,0.256783,0.226543,-0.1076829999999999,0.24335,-0.135096,-0.20614
21.42,0.258588,0.230051,-0.10636,0.249227,-0.133071,-0.201467
21.44,0.260245,0.235152,-0.102899,0.256628,-0.13296,-0.193879
21.46,0.260791,0.241267,-0.097072,0.262384,-0.13215,-0.184384
21.48,0.26036,0.247792,-0.088971,0.265899,-0.130833,-0.174572
21.5,0.259804,0.253581,-0.080317,0.267607,-0.128306,-0.164198
21.52,0.2595469999999999,0.2582,-0.07217,,,
21.54,0.2600389999999999,0.261443,-0.065122,0.268086,-0.12193,-0.147339
21.56,0.2611,0.263675,-0.059111,0.267856,-0.119968,-0.141217
21.58,0.262883,0.264859,-0.054438,,,
21.6,0.265129,0.265013,-0.051575,0.269477,-0.1176619999999999,-0.13154
21.62,0.267949,0.264644,-0.049692,0.270323,-0.117095,-0.128614
21.64,0.27071,0.264126,-0.048095,0.271264,-0.116423,-0.127441
21.66,0.273559,0.263344,-0.046861,0.271953,-0.115696,-0.126798
21.68,0.276303,0.2627739999999999,-0.045528,0.272402,-0.115242,-0.1268359999999999
21.7,0.278564,0.262158,-0.044464,0.2721679999999999,-0.11507,-0.127296
21.72,,,,0.271505,-0.1150369999999999,-0.127745
21.74,0.2823239999999999,0.261801,-0.0422279999999999,0.270531,-0.115256,-0.128041
21.76,0.284097,0.261588,-0.040945,0.2687219999999999,-0.115409,-0.128931
21.78,0.28604,0.261023,-0.039919,0.266776,-0.115155,-0.130126
21.8,0.287879,0.260377,-0.0393839999999999,0.264565,-0.1141799999999999,-0.132196
21.82,0.289865,0.259605,-0.038917,0.262758,-0.1135369999999999,-0.134327
21.84,0.291436,0.259038,-0.038058,0.2615119999999999,-0.112924,-0.136778
21.86,,,,0.260428,-0.111414,-0.139184
21.88,0.293162,0.258415,-0.0368519999999999,0.259866,-0.109901,-0.141669
21.9,0.293888,0.2580719999999999,-0.036216,0.259367,-0.108642,-0.145099
21.92,,,,0.258925,-0.107668,-0.149699
21.94,0.294272,0.257552,-0.035785,0.258283,-0.106617,-0.154136
21.96,0.293062,0.257643,-0.0365949999999999,0.258132,-0.105501,-0.15814
21.98,0.291571,0.257858,-0.0371509999999999,0.258736,-0.105002,-0.160339
22.0,0.29023,0.258153,-0.037404,0.260087,-0.105594,-0.1609809999999999
22.02,0.289479,0.258285,-0.037492,0.261473,-0.106456,-0.1603
22.04,0.289094,0.258481,-0.037112,0.262596,-0.1070089999999999,-0.159523
22.06,0.289064,0.258493,-0.03701,0.263327,-0.108168,-0.159103
22.08,0.289002,0.258375,-0.037218,0.264107,-0.109901,-0.158971
22.1,0.288601,0.25829,-0.037919,,,
22.12,0.287594,0.258675,-0.038679,0.265513,-0.113047,-0.159267
22.14,0.286678,0.258883,-0.039332,0.2659,-0.1139839999999999,-0.159421
22.16,,,,0.2664829999999999,-0.11478,-0.159551
22.18,0.2858699999999999,0.258949,-0.040052,0.267494,-0.115901,-0.159589
22.2,,,,0.26859,-0.116846,-0.159664
22.22,0.2867719999999999,0.2585139999999999,-0.0402589999999999,0.27009,-0.118294,-0.159744
22.24,0.287835,0.258205,-0.040351,0.27216,-0.120056,-0.159465
22.26,0.28906,0.257764,-0.040142,0.274345,-0.121873,-0.158899
22.28,0.290299,0.257834,-0.038817,0.276778,-0.1235849999999999,-0.158043
22.3,0.291515,0.258794,-0.036923,0.279183,-0.125721,-0.157125
22.32,0.292312,0.26031,-0.0347209999999999,0.281854,-0.1280349999999999,-0.155826
22.34,0.292864,0.2616469999999999,-0.03251,0.284866,-0.130869,-0.154246
22.36,0.29294,0.263006,-0.030204,0.2878219999999999,-0.133251,-0.152686
22.38,0.292508,0.2645099999999999,-0.02828,0.29059,-0.135581,-0.150903
22.4,0.291693,0.265877,-0.027009,0.292697,-0.137458,-0.1491019999999999
22.42,0.290639,0.2670869999999999,-0.026976,,,
22.44,0.2897639999999999,0.267728,-0.027797,0.295201,-0.140094,-0.145971
22.46,0.289244,0.267935,-0.028913,0.296056,-0.141238,-0.14469
22.48,0.289238,0.267871,-0.029689,0.296849,-0.142353,-0.143592
22.5,0.289551,0.267838,-0.02996,0.297544,-0.14338,-0.142745
22.52,0.289959,0.267948,-0.029668,0.298066,-0.144273,-0.142031
22.54,0.290147,0.268255,-0.028901,0.2984969999999999,-0.145016,-0.141206
22.56,0.290194,0.268581,-0.0278,0.298697,-0.145677,-0.140466
22.58,0.2899989999999999,0.269086,-0.0264279999999999,0.298986,-0.146162,-0.139613
22.6,0.289715,0.2696199999999999,-0.025296,0.29918,-0.146601,-0.138741
22.62,0.289201,0.270207,-0.024511,,,
22.64,0.288871,0.270416,-0.024265,,,
22.66,0.2887659999999999,0.270457,-0.024284,0.297513,-0.145477,-0.135633
22.68,0.288977,0.270271,-0.0245,0.296124,-0.144279,-0.13414
22.7,0.2891559999999999,0.270233,-0.024508,0.294362,-0.142368,-0.131886
22.72,0.289351,0.270219,-0.024387,0.292388,-0.140989,-0.12922
22.74,0.289361,0.270387,-0.02409,0.290553,-0.14004,-0.1261509999999999
22.76,0.289376,0.270528,-0.023666,0.287955,-0.139924,-0.122463
22.78,0.289118,0.270845,-0.023089,0.284984,-0.140019,-0.119376
22.8,0.2886289999999999,0.271348,-0.0228,0.2812219999999999,-0.140561,-0.116672
22.82,0.287542,0.272095,-0.023547,0.277145,-0.141039,-0.114591
22.84,0.285781,0.273092,-0.02588,0.272594,-0.141281,-0.1130839999999999
22.86,0.282953,0.274255,-0.029405,0.268717,-0.140853,-0.111799
22.88,0.2793199999999999,0.275421,-0.033829,0.26571,-0.140494,-0.111194
22.9,0.275366,0.276628,-0.03806,0.26376,-0.140011,-0.1104
22.92,0.27057,0.277995,-0.042009,0.262935,-0.1395829999999999,-0.110014
22.94,0.265453,0.279464,-0.0452339999999999,0.26283,-0.139241,-0.1103869999999999
22.96,0.26049,0.2809239999999999,-0.04799,0.262743,-0.139405,-0.11154
22.98,,,,0.262503,-0.139495,-0.113196
23.0,0.251864,0.283815,-0.051273,0.262054,-0.139788,-0.115183
23.02,0.248241,0.285468,-0.051511,0.2616989999999999,-0.13985,-0.116829
23.04,0.245363,0.286911,-0.051424,,,
23.06,0.2429889999999999,0.288362,-0.050976,0.260949,-0.140166,-0.1198559999999999
23.08,0.2411199999999999,0.2896019999999999,-0.050546,0.260448,-0.1400799999999999,-0.1219529999999999
23.1,0.2396309999999999,0.290676,-0.05014,0.25976,-0.139511,-0.125038
23.12,0.2382369999999999,0.291477,-0.050145,0.258664,-0.138146,-0.129922
23.14,0.236744,0.29217,-0.0505139999999999,0.2574079999999999,-0.1358329999999999,-0.136942
23.16,0.235109,0.292723,-0.051649,0.25509,-0.132801,-0.145639
23.18,,,,0.252827,-0.12903,-0.157103
23.2,0.2295739999999999,0.294921,-0.056647,0.250013,-0.1261,-0.168393
23.22,0.2246909999999999,0.296336,-0.059409,0.247451,-0.123176,-0.178723
23.24,0.219331,0.297336,-0.0618149999999999,0.24497,-0.120543,-0.187272
23.26,0.214125,0.298283,-0.063696,0.243167,-0.1185369999999999,-0.193762
23.28,0.209876,0.2983139999999999,-0.064645,0.2419929999999999,-0.117301,-0.198396
23.3,0.205813,0.298636,-0.06432,0.240894,-0.116665,-0.201627
23.32,,,,0.240108,-0.116478,-0.204084
23.34,0.200503,0.299484,-0.061313,0.2395929999999999,-0.1165819999999999,-0.2058219999999999
23.36,0.199114,0.300199,-0.0598289999999999,0.2387909999999999,-0.1168599999999999,-0.207141
23.38,0.198421,0.30108,-0.058422,0.238038,-0.1166619999999999,-0.2082989999999999
23.4,0.198146,0.301714,-0.057761,0.237339,-0.116469,-0.209038
23.42,0.197968,0.302063,-0.057678,0.237067,-0.116195,-0.209621
23.44,0.197826,0.3019699999999999,-0.058461,0.236931,-0.1160079999999999,-0.209859
23.46,0.197528,0.3015489999999999,-0.059799,0.237001,-0.115642,-0.210064
23.48,,,,,,
23.5,0.195461,0.300108,-0.06454,0.236782,-0.115074,-0.2105679999999999
23.52,,,,0.236337,-0.114755,-0.210844
23.54,,,,0.235719,-0.114167,-0.211198
23.56,0.189727,0.297131,-0.072688,0.235275,-0.1137609999999999,-0.2115409999999999
23.58,0.187639,0.296176,-0.074991,0.234902,-0.113429,-0.211937
23.6,0.185716,0.29528,-0.077142,0.2347159999999999,-0.113443,-0.212321
23.62,0.184213,0.294603,-0.078593,0.234479,-0.113499,-0.21265
23.64,,,,0.234316,-0.113561,-0.2129059999999999
23.66,,,,0.234134,-0.113402,-0.213076
23.68,,,,0.234141,-0.1133849999999999,-0.213201
23.7,0.18168,0.29416,-0.080333,,,
23.72,0.181672,0.294429,-0.080055,,,
23.74,,,,0.2339719999999999,-0.113327,-0.213163
23.76,0.1818,0.294844,-0.079808,0.233976,-0.113366,-0.213155
23.78,0.1819349999999999,0.294802,-0.08011,0.233911,-0.113481,-0.213182
23.8,,,,0.233975,-0.1137349999999999,-0.213162
23.82,0.182091,0.294365,-0.081377,0.234117,-0.11399,-0.2130739999999999
23.84,0.182273,0.294002,-0.082299,0.234301,-0.114309,-0.212959
23.86,0.182607,0.293685,-0.083087,0.234341,-0.114426,-0.2129219999999999
23.88,0.183064,0.293471,-0.083737,,,
23.9,0.183792,0.293249,-0.08421,0.234544,-0.115043,-0.2129619999999999
23.92,0.184552,0.293292,-0.084162,0.234569,-0.1152319999999999,-0.213106
23.94,0.185226,0.293539,-0.083867,0.23446,-0.115401,-0.213273
23.96,0.185795,0.293943,-0.0834049999999999,0.23435,-0.11557,-0.213419
23.98,0.1864299999999999,0.294302,-0.08281,0.23439,-0.115665,-0.213531
